CLASS,type,PlotID,longitude,latitude,Year,h,v,Coast,row,col,rowResize,colResize
6,Woody,3180,-80.1418,26.8062,2016,27,18,East,2211,3187,67,96
7,Herbaceous,3181,-80.3629,26.8415,2016,27,18,East,2205,2438,67,74
7,Herbaceous,3184,-80.3611,26.8459,2016,27,18,East,2188,2441,66,74
7,Herbaceous,3185,-80.364,26.8479,2016,27,18,East,2182,2431,66,73
7,Herbaceous,3186,-80.1892,26.8234,2016,27,18,East,2175,3021,66,91
7,Herbaceous,3187,-80.3598,26.8496,2016,27,18,East,2174,2444,66,74
5,Open water,3194,-81.0567,26.9694,2016,27,18,East,2112,81,64,3
7,Herbaceous,3196,-80.3438,26.8712,2016,27,18,East,2087,2483,63,75
5,Open water,3197,-81.0132,26.9702,2016,27,18,East,2087,223,63,7
7,Herbaceous,3198,-80.1804,26.8495,2016,27,18,East,2076,3034,63,91
7,Herbaceous,3200,-80.3271,26.8749,2016,27,18,East,2065,2536,62,77
7,Herbaceous,3202,-80.1907,26.8567,2016,27,18,East,2055,2995,62,90
7,Herbaceous,3203,-80.203,26.8592,2016,27,18,East,2053,2953,62,89
7,Herbaceous,3206,-80.3978,26.8916,2016,27,18,East,2043,2293,62,69
7,Herbaceous,3207,-80.2078,26.8662,2016,27,18,East,2030,2933,61,88
7,Herbaceous,3216,-80.1544,26.8636,2016,27,18,East,2010,3111,61,94
7,Herbaceous,3221,-80.3987,26.9021,2016,27,18,East,2005,2284,61,69
7,Herbaceous,3226,-80.3029,26.8894,2016,27,18,East,1999,2607,60,79
7,Herbaceous,3233,-80.1703,26.8708,2016,27,18,East,1993,3054,60,92
7,Herbaceous,3256,-80.445,26.9202,2016,27,18,East,1965,2121,59,64
7,Herbaceous,3273,-80.9927,27.0085,2016,27,18,East,1937,269,59,9
7,Herbaceous,3313,-80.9743,27.0193,2016,27,18,East,1888,323,57,10
7,Herbaceous,3316,-80.3938,26.935,2016,27,18,East,1883,2280,57,69
7,Herbaceous,3322,-80.3105,26.9278,2016,27,18,East,1864,2559,56,77
7,Herbaceous,3326,-80.2968,26.9308,2016,27,18,East,1846,2602,56,79
7,Herbaceous,3328,-80.9825,27.034,2016,27,18,East,1839,287,56,9
6,Woody,3330,-80.1096,26.9073,2016,27,18,East,1827,3231,55,97
6,Woody,3334,-80.1036,26.9083,2016,27,18,East,1820,3250,55,98
7,Herbaceous,3336,-80.3779,26.9543,2016,27,18,East,1805,2321,55,70
7,Herbaceous,3337,-80.2916,26.9416,2016,27,18,East,1804,2612,55,79
7,Herbaceous,3338,-80.2976,26.9456,2016,27,18,East,1792,2590,54,78
6,Woody,3339,-80.103,26.9167,2016,27,18,East,1790,3247,54,98
7,Herbaceous,3340,-80.0971,26.9161,2016,27,18,East,1789,3267,54,98
6,Woody,3341,-80.1074,26.9185,2016,27,18,East,1786,3232,54,97
7,Herbaceous,3342,-80.9697,27.0486,2016,27,18,East,1780,321,54,10
7,Herbaceous,3343,-80.0971,26.9188,2016,27,18,East,1779,3265,54,98
7,Herbaceous,3345,-80.9455,27.0472,2016,27,18,East,1772,401,54,13
7,Herbaceous,3346,-80.3515,26.961,2016,27,18,East,1766,2404,53,73
7,Herbaceous,3347,-80.3336,26.9608,2016,27,18,East,1757,2463,53,74
6,Woody,3348,-80.1094,26.9279,2016,27,18,East,1753,3219,53,97
7,Herbaceous,3351,-80.9479,27.0549,2016,27,18,East,1745,389,53,12
7,Herbaceous,3356,-80.3217,26.9656,2016,27,18,East,1733,2499,52,75
5,Open water,3357,-80.8967,27.0522,2016,27,18,East,1728,559,52,17
6,Woody,3358,-80.3343,26.969,2016,27,18,East,1728,2455,52,74
7,Herbaceous,3360,-80.3617,26.9751,2016,27,18,East,1721,2362,52,71
7,Herbaceous,3361,-80.9525,27.0637,2016,27,18,East,1716,369,52,12
7,Herbaceous,3362,-80.3665,26.9774,2016,27,18,East,1715,2345,52,71
6,Woody,3380,-80.1902,26.9674,2016,27,18,East,1654,2930,50,88
7,Herbaceous,3389,-80.9246,27.0846,2016,27,18,East,1625,448,49,14
7,Herbaceous,3416,-80.8987,27.0922,2016,27,18,East,1584,529,48,16
2,Mangrove,3424,-80.1399,26.982,2016,27,18,East,1574,3086,48,93
2,Mangrove,3431,-80.1447,26.985,2016,27,18,East,1566,3069,47,93
6,Woody,3440,-80.2389,27.0034,2016,27,18,East,1551,2748,47,83
2,Mangrove,3444,-80.1528,26.9912,2016,27,18,East,1548,3038,47,92
6,Woody,3455,-80.1625,26.9968,2016,27,18,East,1533,3003,46,91
7,Herbaceous,3458,-80.8869,27.1079,2016,27,18,East,1521,559,46,17
7,Herbaceous,3462,-80.8988,27.1114,2016,27,18,East,1515,517,46,16
7,Herbaceous,3469,-80.8774,27.1121,2016,27,18,East,1501,587,46,18
8,Cultivated,3493,-80.4003,27.0548,2016,27,18,East,1453,2187,44,66
6,Woody,3495,-80.857,27.1244,2016,27,18,East,1445,647,44,20
6,Woody,3498,-80.5291,27.0774,2016,27,18,East,1441,1751,44,53
6,Woody,3505,-80.1578,27.0258,2016,27,18,East,1425,3001,43,91
6,Woody,3510,-80.1919,27.0352,2016,27,18,East,1410,2883,43,87
6,Woody,3518,-80.187,27.0418,2016,27,18,East,1383,2895,42,87
6,Woody,3519,-80.1699,27.0417,2016,27,18,East,1374,2951,42,89
6,Woody,3525,-80.1732,27.0458,2016,27,18,East,1361,2938,41,89
8,Cultivated,3532,-80.5286,27.101,2016,27,18,East,1355,1739,41,53
7,Herbaceous,3534,-80.2546,27.06,2016,27,18,East,1355,2662,41,80
8,Cultivated,3545,-80.5384,27.106,2016,27,18,East,1342,1703,41,52
7,Herbaceous,3553,-80.2675,27.0761,2016,27,18,East,1303,2610,40,79
8,Cultivated,3555,-80.5654,27.122,2016,27,18,East,1299,1605,39,49
6,Woody,3561,-80.1915,27.073,2016,27,18,East,1273,2861,39,86
6,Woody,3562,-80.1956,27.0737,2016,27,18,East,1273,2847,39,86
6,Woody,3564,-80.1991,27.0771,2016,27,18,East,1262,2834,38,86
7,Herbaceous,3567,-80.3857,27.1123,2016,27,18,East,1237,2201,38,67
6,Woody,3570,-80.2422,27.0922,2016,27,18,East,1231,2683,37,81
8,Cultivated,3575,-80.668,27.1603,2016,27,18,East,1215,1246,37,38
8,Cultivated,3585,-80.3555,27.1171,2016,27,18,East,1203,2297,37,69
6,Woody,3591,-80.3529,27.1196,2016,27,18,East,1193,2304,36,70
7,Herbaceous,3598,-80.2357,27.1059,2016,27,18,East,1178,2696,36,81
8,Cultivated,3599,-80.3604,27.1248,2016,27,18,East,1178,2276,36,69
6,Woody,3601,-80.4104,27.1342,2016,27,18,East,1171,2106,36,64
6,Woody,3604,-80.3074,27.1218,2016,27,18,East,1160,2452,35,74
7,Herbaceous,3606,-80.6195,27.1692,2016,27,18,East,1157,1400,35,42
7,Herbaceous,3610,-80.4316,27.1429,2016,27,18,East,1151,2032,35,61
6,Woody,3612,-80.2248,27.113,2016,27,18,East,1146,2728,35,82
7,Herbaceous,3613,-80.4416,27.1461,2016,27,18,East,1145,1997,35,60
7,Herbaceous,3619,-80.6025,27.1705,2016,27,18,East,1143,1455,35,44
8,Cultivated,3632,-80.2969,27.1291,2016,27,18,East,1128,2482,34,75
8,Cultivated,3636,-80.7725,27.2022,2016,27,18,East,1119,879,34,27
8,Cultivated,3637,-80.7075,27.1927,2016,27,18,East,1119,1097,34,33
6,Woody,3639,-80.2883,27.1312,2016,27,18,East,1115,2509,34,76
7,Herbaceous,3647,-80.6062,27.1818,2016,27,18,East,1104,1436,34,44
6,Woody,3649,-80.4178,27.1543,2016,27,18,East,1102,2070,34,63
8,Cultivated,3650,-80.7412,27.2029,2016,27,18,East,1100,981,33,30
7,Herbaceous,3653,-80.4343,27.159,2016,27,18,East,1094,2013,33,61
8,Cultivated,3654,-80.7769,27.2103,2016,27,18,East,1092,860,33,26
7,Herbaceous,3655,-80.6102,27.1858,2016,27,18,East,1092,1421,33,43
6,Woody,3656,-80.2478,27.132,2016,27,18,East,1090,2641,33,80
7,Herbaceous,3657,-80.227,27.1293,2016,27,18,East,1089,2711,33,82
6,Woody,3658,-80.3556,27.1489,2016,27,18,East,1088,2277,33,69
7,Herbaceous,3659,-80.6429,27.192,2016,27,18,East,1087,1310,33,40
7,Herbaceous,3660,-80.6336,27.1907,2016,27,18,East,1086,1341,33,41
7,Herbaceous,3672,-80.2385,27.1354,2016,27,18,East,1073,2669,33,81
7,Herbaceous,3675,-80.3765,27.1573,2016,27,18,East,1069,2204,33,67
7,Herbaceous,3677,-80.7341,27.2109,2016,27,18,East,1067,1000,32,30
7,Herbaceous,3679,-80.3261,27.1519,2016,27,18,East,1061,2372,32,72
7,Herbaceous,3682,-80.6425,27.2005,2016,27,18,East,1056,1306,32,40
6,Woody,3683,-80.2516,27.1432,2016,27,18,East,1052,2622,32,79
9,Developed-Barren,3684,-80.2822,27.1481,2016,27,18,East,1051,2518,32,76
7,Herbaceous,3685,-80.6763,27.2083,2016,27,18,East,1045,1191,32,36
7,Herbaceous,3686,-80.7917,27.228,2016,27,18,East,1035,801,32,25
7,Herbaceous,3687,-80.3856,27.1685,2016,27,18,East,1033,2167,31,65
7,Herbaceous,3688,-80.3903,27.1704,2016,27,18,East,1029,2151,31,65
8,Cultivated,3689,-80.7692,27.227,2016,27,18,East,1027,875,31,27
9,Developed-Barren,3691,-80.2493,27.1503,2016,27,18,East,1025,2625,31,79
6,Woody,3692,-80.2455,27.1498,2016,27,18,East,1024,2638,31,80
2,Mangrove,3693,-80.1538,27.1361,2016,27,18,East,1024,2947,31,89
6,Woody,3698,-80.5763,27.208,2016,27,18,East,993,1519,30,46
7,Herbaceous,3702,-80.5655,27.2122,2016,27,18,East,972,1551,30,47
9,Developed-Barren,3703,-80.3893,27.1868,2016,27,18,East,969,2144,30,65
7,Herbaceous,3705,-80.3906,27.1887,2016,27,18,East,963,2139,29,65
5,Open water,3707,-80.1068,27.1478,2016,27,18,East,955,3093,29,93
8,Cultivated,3713,-80.5386,27.2255,2016,27,18,East,909,1632,28,49
8,Cultivated,3715,-80.4646,27.2168,2016,27,18,East,901,1879,28,57
8,Cultivated,3718,-80.7773,27.2672,2016,27,18,East,886,825,27,25
7,Herbaceous,3724,-80.8709,27.2996,2016,27,18,East,817,499,25,15
5,Open water,3725,-80.2427,27.2072,2016,27,18,East,815,2612,25,79
5,Open water,3731,-80.2855,27.2246,2016,27,18,East,775,2461,24,74
6,Woody,3736,-80.3382,27.2368,2016,27,18,East,760,2281,23,69
8,Cultivated,3739,-80.7928,27.3063,2016,27,18,East,752,751,23,23
8,Cultivated,3741,-80.9804,27.3368,2016,27,18,East,740,119,23,4
7,Herbaceous,3742,-80.495,27.2664,2016,27,18,East,738,1750,23,53
7,Herbaceous,3745,-80.4177,27.2593,2016,27,18,East,722,2007,22,61
8,Cultivated,3754,-80.484,27.2785,2016,27,18,East,688,1779,21,54
8,Cultivated,3757,-80.9618,27.3518,2016,27,18,East,676,171,21,6
5,Open water,3778,-80.2225,27.2702,2016,27,18,East,576,2640,18,80
8,Cultivated,3779,-80.5131,27.3146,2016,27,18,East,573,1662,18,50
5,Open water,3795,-80.1768,27.2748,2016,27,18,East,534,2787,17,84
6,Woody,3830,-80.3281,27.3197,2016,27,18,East,454,2264,14,68
6,Woody,3834,-80.3329,27.3276,2016,27,18,East,428,2244,13,68
6,Woody,3835,-80.3358,27.3318,2016,27,18,East,414,2232,13,67
6,Woody,3840,-80.3357,27.3353,2016,27,18,East,402,2230,13,67
6,Woody,3862,-80.348,27.3536,2016,27,18,East,342,2179,11,66
6,Woody,3869,-80.3559,27.3574,2016,27,18,East,333,2151,10,65
6,Woody,3891,-80.3575,27.3696,2016,27,18,East,289,2138,9,65
5,Open water,3902,-80.2787,27.3636,2016,27,18,East,268,2400,9,72
6,Woody,3927,-80.3948,27.4019,2016,27,18,East,192,1997,6,60
8,Cultivated,3942,-80.6562,27.4613,2016,27,18,East,117,1107,4,34
8,Cultivated,3944,-80.6631,27.4634,2016,27,18,East,113,1083,4,33
8,Cultivated,3945,-80.6841,27.4668,2016,27,18,East,112,1013,4,31
5,Open water,3948,-80.2945,27.4131,2016,27,18,East,97,2318,3,70
6,Woody,27919,-80.8934,26.15,1990,27,18,East,4992,1093,150,33
7,Herbaceous,27920,-80.4528,26.0846,1990,27,18,East,4991,2594,150,78
7,Herbaceous,27921,-80.5289,26.0967,1990,27,18,East,4989,2334,150,71
7,Herbaceous,27923,-80.7851,26.1369,1990,27,18,East,4982,1460,150,44
7,Herbaceous,27925,-81.0348,26.1738,1990,27,18,East,4981,610,150,19
7,Herbaceous,27926,-81.0486,26.1764,1990,27,18,East,4979,563,150,17
7,Herbaceous,27929,-81.1512,26.1917,1990,27,18,East,4978,213,150,7
7,Herbaceous,27931,-81.1553,26.1928,1990,27,18,East,4976,199,150,6
7,Herbaceous,27937,-81.147,26.1979,1990,27,18,East,4953,224,149,7
6,Woody,27940,-81.1359,26.1976,1990,27,18,East,4948,261,149,8
7,Herbaceous,27941,-81.1585,26.204,1990,27,18,East,4937,182,149,6
6,Woody,27943,-81.1275,26.2006,1990,27,18,East,4933,287,148,9
7,Herbaceous,27944,-80.5794,26.1199,1990,27,18,East,4932,2153,148,65
6,Woody,27945,-81.1416,26.2032,1990,27,18,East,4931,239,148,8
7,Herbaceous,27947,-81.1627,26.2083,1990,27,18,East,4924,166,148,5
7,Herbaceous,27948,-81.2072,26.216,1990,27,18,East,4919,14,148,1
7,Herbaceous,27949,-81.1482,26.2082,1990,27,18,East,4916,214,148,7
7,Herbaceous,27950,-80.4746,26.1092,1990,27,18,East,4914,2507,148,76
6,Woody,27952,-81.1146,26.2064,1990,27,18,East,4905,326,148,10
5,Open water,27954,-80.0735,26.0503,1990,27,18,East,4904,3874,148,117
7,Herbaceous,27955,-80.9561,26.1849,1990,27,18,East,4900,865,147,26
7,Herbaceous,27957,-80.4297,26.1069,1990,27,18,East,4898,2658,147,80
6,Woody,27958,-80.9943,26.1933,1990,27,18,East,4889,733,147,22
7,Herbaceous,27960,-80.5944,26.1372,1990,27,18,East,4878,2093,147,63
7,Herbaceous,27961,-81.1507,26.22,1990,27,18,East,4875,199,147,6
7,Herbaceous,27962,-81.2023,26.228,1990,27,18,East,4873,23,147,1
6,Woody,27963,-81.0208,26.2019,1990,27,18,East,4872,640,147,20
7,Herbaceous,27964,-80.7041,26.1586,1990,27,18,East,4860,1716,146,52
6,Woody,27966,-81.1807,26.2307,1990,27,18,East,4852,93,146,3
7,Herbaceous,27967,-80.9481,26.2002,1990,27,18,East,4840,883,146,27
7,Herbaceous,27968,-81.1602,26.2324,1990,27,18,East,4835,160,146,5
7,Herbaceous,27970,-80.9454,26.2028,1990,27,18,East,4829,890,145,27
7,Herbaceous,27971,-80.7875,26.1796,1990,27,18,East,4829,1427,145,43
6,Woody,27972,-81.1428,26.2326,1990,27,18,East,4825,218,145,7
7,Herbaceous,27973,-80.4837,26.1366,1990,27,18,East,4820,2461,145,74
6,Woody,27975,-81.1613,26.2409,1990,27,18,East,4805,152,145,5
7,Herbaceous,27978,-80.6284,26.1633,1990,27,18,East,4802,1965,145,59
7,Herbaceous,27979,-80.4304,26.1343,1990,27,18,East,4799,2639,144,80
7,Herbaceous,27980,-80.8145,26.1922,1990,27,18,East,4798,1330,144,40
7,Herbaceous,27983,-80.6307,26.1663,1990,27,18,East,4793,1955,144,59
6,Woody,27985,-81.078,26.2341,1990,27,18,East,4786,432,144,13
6,Woody,27986,-80.7622,26.1885,1990,27,18,East,4783,1506,144,46
6,Woody,27988,-81.1304,26.2429,1990,27,18,East,4782,253,144,8
7,Herbaceous,27989,-80.65,26.1724,1990,27,18,East,4781,1888,144,57
6,Woody,27993,-80.9959,26.2255,1990,27,18,East,4774,709,144,22
7,Herbaceous,27996,-80.8003,26.1992,1990,27,18,East,4765,1373,143,42
7,Herbaceous,27997,-80.6968,26.1839,1990,27,18,East,4765,1726,143,52
6,Woody,27998,-81.0975,26.2458,1990,27,18,East,4754,361,143,11
7,Herbaceous,27999,-80.6098,26.1745,1990,27,18,East,4752,2020,143,61
7,Herbaceous,28000,-80.6363,26.1786,1990,27,18,East,4751,1930,143,58
6,Woody,28001,-81.0867,26.2454,1990,27,18,East,4750,397,143,12
6,Woody,28002,-81.1605,26.258,1990,27,18,East,4743,145,143,5
7,Herbaceous,28007,-80.9468,26.2304,1990,27,18,East,4730,869,142,27
6,Woody,28008,-80.896,26.2254,1990,27,18,East,4721,1041,142,32
6,Woody,28011,-81.1487,26.2626,1990,27,18,East,4720,181,142,6
7,Herbaceous,28013,-80.4611,26.1629,1990,27,18,East,4712,2520,142,76
7,Herbaceous,28019,-80.7811,26.2196,1990,27,18,East,4681,1425,141,43
6,Woody,28020,-81.1568,26.2746,1990,27,18,East,4681,148,141,5
7,Herbaceous,28021,-80.6501,26.2029,1990,27,18,East,4671,1869,141,57
7,Herbaceous,28022,-80.6278,26.1999,1990,27,18,East,4670,1945,141,59
6,Woody,28023,-81.0921,26.2691,1990,27,18,East,4667,365,140,11
6,Woody,28025,-80.7318,26.2173,1990,27,18,East,4663,1590,140,48
7,Herbaceous,28026,-80.6141,26.2,1990,27,18,East,4662,1991,140,60
7,Herbaceous,28028,-80.608,26.1996,1990,27,18,East,4660,2011,140,61
7,Herbaceous,28029,-80.5279,26.1881,1990,27,18,East,4658,2283,140,69
7,Herbaceous,28030,-80.5899,26.1978,1990,27,18,East,4657,2072,140,63
7,Herbaceous,28032,-80.6237,26.2034,1990,27,18,East,4655,1957,140,59
7,Herbaceous,28036,-80.6044,26.2038,1990,27,18,East,4643,2020,140,61
7,Herbaceous,28037,-80.6269,26.2079,1990,27,18,East,4640,1943,140,59
6,Woody,28038,-80.8042,26.236,1990,27,18,East,4634,1339,140,41
7,Herbaceous,28039,-80.6101,26.2094,1990,27,18,East,4626,1998,139,60
7,Herbaceous,28040,-80.3791,26.1764,1990,27,18,East,4619,2784,139,84
7,Herbaceous,28041,-80.7064,26.2263,1990,27,18,East,4617,1669,139,51
6,Woody,28042,-80.7933,26.2409,1990,27,18,East,4610,1372,139,42
7,Herbaceous,28043,-80.7498,26.2384,1990,27,18,East,4596,1518,138,46
7,Herbaceous,28045,-80.6187,26.2221,1990,27,18,East,4584,1962,138,59
7,Herbaceous,28050,-80.6921,26.2394,1990,27,18,East,4561,1709,137,52
6,Woody,28053,-80.9651,26.2843,1990,27,18,East,4545,778,137,24
6,Woody,28056,-80.9206,26.2816,1990,27,18,East,4531,927,136,28
6,Woody,28061,-81.0344,26.3017,1990,27,18,East,4518,538,136,17
7,Herbaceous,28062,-80.4173,26.2108,1990,27,18,East,4515,2637,136,80
7,Herbaceous,28068,-80.6328,26.2468,1990,27,18,East,4503,1901,136,58
7,Herbaceous,28071,-80.7867,26.2705,1990,27,18,East,4500,1377,135,42
8,Cultivated,28074,-81.0358,26.3085,1990,27,18,East,4495,529,135,16
7,Herbaceous,28075,-80.5586,26.2385,1990,27,18,East,4492,2152,135,65
7,Herbaceous,28076,-80.3736,26.2119,1990,27,18,East,4487,2781,135,84
7,Herbaceous,28084,-80.4393,26.2289,1990,27,18,East,4462,2553,134,77
7,Herbaceous,28103,-80.7683,26.2858,1990,27,18,East,4435,1429,134,43
7,Herbaceous,28117,-80.4124,26.2386,1990,27,18,East,4412,2636,133,80
7,Herbaceous,28119,-80.334,26.2273,1990,27,18,East,4410,2903,133,88
7,Herbaceous,28132,-80.5536,26.2652,1990,27,18,East,4393,2152,132,65
7,Herbaceous,28140,-80.779,26.3041,1990,27,18,East,4374,1383,132,42
9,Developed-Barren,28148,-80.1863,26.2218,1990,27,18,East,4348,3395,131,102
9,Developed-Barren,28150,-80.1855,26.2219,1990,27,18,East,4347,3398,131,102
7,Herbaceous,28152,-80.4532,26.2649,1990,27,18,East,4340,2485,131,75
6,Woody,28164,-81.174,26.3782,1990,27,18,East,4315,32,130,1
9,Developed-Barren,28169,-80.2957,26.2491,1990,27,18,East,4310,3016,130,91
7,Herbaceous,28177,-80.5336,26.2858,1990,27,18,East,4308,2207,130,67
7,Herbaceous,28185,-80.3962,26.2691,1990,27,18,East,4293,2672,129,81
7,Herbaceous,28186,-80.7339,26.3201,1990,27,18,East,4292,1523,129,46
7,Herbaceous,28188,-80.7084,26.3178,1990,27,18,East,4287,1609,129,49
7,Herbaceous,28190,-80.3436,26.2633,1990,27,18,East,4285,2849,129,86
7,Herbaceous,28192,-80.5943,26.3023,1990,27,18,East,4281,1996,129,60
6,Woody,28193,-80.7634,26.3276,1990,27,18,East,4281,1421,129,43
7,Herbaceous,28195,-80.3466,26.2664,1990,27,18,East,4276,2837,129,86
7,Herbaceous,28198,-80.4172,26.2795,1990,27,18,East,4267,2596,128,78
7,Herbaceous,28200,-80.363,26.274,1990,27,18,East,4257,2779,128,84
7,Herbaceous,28207,-80.5366,26.3058,1990,27,18,East,4237,2185,128,66
9,Developed-Barren,28209,-80.2079,26.2567,1990,27,18,East,4234,3303,128,100
7,Herbaceous,28210,-80.8604,26.357,1990,27,18,East,4226,1082,127,33
9,Developed-Barren,28213,-80.2257,26.2631,1990,27,18,East,4221,3240,127,98
7,Herbaceous,28214,-80.768,26.3451,1990,27,18,East,4220,1395,127,42
7,Herbaceous,28215,-80.8099,26.3526,1990,27,18,East,4215,1252,127,38
7,Herbaceous,28216,-80.4943,26.3059,1990,27,18,East,4214,2325,127,70
7,Herbaceous,28217,-80.5835,26.3213,1990,27,18,East,4207,2020,127,61
7,Herbaceous,28218,-80.3682,26.2891,1990,27,18,East,4206,2752,127,83
7,Herbaceous,28219,-80.8479,26.361,1990,27,18,East,4205,1121,127,34
7,Herbaceous,28220,-80.7333,26.3441,1990,27,18,East,4205,1511,127,46
9,Developed-Barren,28221,-80.2339,26.2696,1990,27,18,East,4202,3209,127,97
7,Herbaceous,28222,-80.5424,26.3175,1990,27,18,East,4198,2159,126,65
7,Herbaceous,28223,-80.7045,26.342,1990,27,18,East,4197,1607,126,49
7,Herbaceous,28227,-80.7511,26.3552,1990,27,18,East,4174,1445,126,44
7,Herbaceous,28228,-80.7244,26.3519,1990,27,18,East,4172,1536,126,47
9,Developed-Barren,28229,-80.2636,26.2829,1990,27,18,East,4170,3102,126,94
6,Woody,28230,-81.067,26.4038,1990,27,18,East,4166,371,125,12
7,Herbaceous,28234,-80.8133,26.3735,1990,27,18,East,4142,1229,125,37
7,Herbaceous,28238,-80.763,26.3696,1990,27,18,East,4129,1398,124,42
7,Herbaceous,28240,-80.7187,26.3679,1990,27,18,East,4111,1545,124,47
7,Herbaceous,28242,-80.3884,26.3214,1990,27,18,East,4100,2666,123,80
7,Herbaceous,28245,-80.7666,26.3815,1988,27,18,East,4088,1379,123,42
7,Herbaceous,28248,-80.48,26.3394,1990,27,18,East,4085,2352,123,71
7,Herbaceous,28249,-80.4764,26.3396,1990,27,18,East,4082,2364,123,71
7,Herbaceous,28252,-80.7707,26.3854,1990,27,18,East,4076,1363,123,41
7,Herbaceous,28254,-80.7884,26.3894,1990,27,18,East,4071,1302,123,40
7,Herbaceous,28256,-80.3254,26.3202,1990,27,18,East,4070,2875,123,87
1,Tidal marsh,28259,-80.453,26.3419,1990,27,18,East,4061,2440,122,74
7,Herbaceous,28263,-80.7817,26.3996,1990,27,18,East,4030,1318,121,40
7,Herbaceous,28267,-80.4415,26.3561,1990,27,18,East,4004,2470,121,75
7,Herbaceous,28269,-80.8688,26.4229,1990,27,18,East,3992,1016,120,31
7,Herbaceous,28271,-80.4224,26.3605,1990,27,18,East,3977,2530,120,76
7,Herbaceous,28272,-80.8398,26.4231,1990,27,18,East,3976,1112,120,34
9,Developed-Barren,28274,-80.1942,26.3267,1990,27,18,East,3974,3306,120,100
9,Developed-Barren,28275,-80.1997,26.3287,1990,27,18,East,3969,3286,120,99
9,Developed-Barren,28277,-80.1897,26.3291,1990,27,18,East,3962,3319,119,100
7,Herbaceous,28278,-80.5654,26.388,1990,27,18,East,3956,2041,119,62
7,Herbaceous,28281,-80.3753,26.3629,1990,27,18,East,3943,2685,119,81
7,Herbaceous,28282,-80.6497,26.406,1990,27,18,East,3936,1751,119,53
9,Developed-Barren,28284,-80.1826,26.3365,1990,27,18,East,3932,3338,118,101
7,Herbaceous,28286,-80.6698,26.4117,1990,27,18,East,3926,1681,118,51
7,Herbaceous,28287,-80.8598,26.4421,1990,27,18,East,3918,1035,118,32
7,Herbaceous,28288,-80.8229,26.4392,1990,27,18,East,3909,1159,118,35
8,Cultivated,28291,-80.6099,26.4097,1990,27,18,East,3901,1881,118,57
9,Developed-Barren,28293,-80.1851,26.346,1990,27,18,East,3899,3324,117,100
7,Herbaceous,28294,-80.4504,26.3884,1990,27,18,East,3892,2421,117,73
7,Herbaceous,28297,-80.4678,26.3938,1990,27,18,East,3882,2360,117,71
7,Herbaceous,28300,-80.6922,26.43,1990,27,18,East,3872,1596,117,48
7,Herbaceous,28302,-80.5932,26.4172,1990,27,18,East,3865,1931,116,58
7,Herbaceous,28316,-80.4232,26.4036,1990,27,18,East,3822,2502,115,76
7,Herbaceous,28317,-80.2697,26.3814,1990,27,18,East,3818,3023,115,91
7,Herbaceous,28318,-80.3506,26.3944,1990,27,18,East,3815,2747,115,83
9,Developed-Barren,28319,-80.1527,26.3644,1990,27,18,East,3814,3420,115,103
7,Herbaceous,28321,-80.8459,26.4713,1990,27,18,East,3805,1064,115,32
8,Cultivated,28322,-80.6619,26.4441,1990,27,18,East,3805,1688,115,51
7,Herbaceous,28324,-80.6328,26.4434,1990,27,18,East,3792,1785,114,54
6,Woody,28329,-80.2959,26.4061,1990,27,18,East,3743,2921,113,88
8,Cultivated,28335,-80.6821,26.4826,1990,27,18,East,3677,1599,111,48
7,Herbaceous,28336,-80.3643,26.4376,1990,27,18,East,3667,2676,110,81
8,Cultivated,28339,-80.7874,26.5058,1990,27,18,East,3649,1237,110,38
7,Herbaceous,28343,-80.4151,26.46,1990,27,18,East,3614,2495,109,75
7,Herbaceous,28344,-80.2825,26.4404,1990,27,18,East,3612,2945,109,89
7,Herbaceous,28351,-80.3179,26.4618,1990,27,18,East,3554,2815,107,85
7,Herbaceous,28352,-80.4372,26.4837,1990,27,18,East,3540,2408,107,73
8,Cultivated,28353,-80.8351,26.5471,1990,27,18,East,3525,1055,106,32
8,Cultivated,28354,-80.829,26.5467,1990,27,18,East,3523,1076,106,33
7,Herbaceous,28355,-80.2889,26.4731,1990,27,18,East,3497,2904,105,88
7,Herbaceous,28356,-80.3523,26.4847,1990,27,18,East,3490,2688,105,81
6,Woody,28357,-81.0429,26.5913,1990,27,18,East,3475,343,105,11
7,Herbaceous,28358,-80.3686,26.4916,1990,27,18,East,3474,2630,105,79
8,Cultivated,28361,-80.7622,26.5537,1990,27,18,East,3462,1292,104,39
7,Herbaceous,28364,-80.4082,26.5068,1990,27,18,East,3441,2490,104,75
7,Herbaceous,28365,-80.3925,26.5062,1990,27,18,East,3434,2542,104,77
6,Woody,28366,-80.3655,26.5063,1990,27,18,East,3419,2631,103,79
7,Herbaceous,28367,-81.0609,26.6103,1990,27,18,East,3415,273,103,9
7,Herbaceous,28368,-80.2576,26.4936,1990,27,18,East,3406,2995,103,90
7,Herbaceous,28369,-80.4336,26.5214,1990,27,18,East,3402,2397,103,72
7,Herbaceous,28371,-80.3446,26.5127,1990,27,18,East,3384,2696,102,81
7,Herbaceous,28372,-81.0548,26.6187,1990,27,18,East,3382,288,102,9
8,Cultivated,28373,-80.7378,26.5725,1990,27,18,East,3381,1362,102,41
8,Cultivated,28374,-80.7341,26.5742,1990,27,18,East,3373,1373,102,42
7,Herbaceous,28376,-81.0553,26.6243,1990,27,18,East,3362,283,101,9
